gold	param	spearman_r	p_value	n
sspg	si	0.028571428571428574	0.9571545189504373	6
sspg	mi	-0.3714285714285715	0.46847813411078715	6
sspg	tau_m	-0.2571428571428572	0.6227871720116618	6
sspg	sg	0.4638168285219587	0.3541642984362307	6
di	si	-0.39999999999999997	0.5046315754686911	5
di	mi	-0.3	0.6238376647810728	5
di	tau_m	0.39999999999999997	0.5046315754686911	5
di	sg	0.39999999999999997	0.5046315754686911	5
homa_ir	si	0.3696969696969697	0.2930500752928223	10
homa_ir	mi	0.13939393939393938	0.7009318849100584	10
homa_ir	tau_m	-0.4666666666666666	0.17393859716506632	10
homa_ir	sg	-0.263823541230135	0.4614050713614082	10
homa_b	si	0.2727272727272727	0.44583834154275137	10
homa_b	mi	0.13939393939393938	0.7009318849100584	10
homa_b	tau_m	-0.3939393939393939	0.25999776683488757	10
homa_b	sg	-0.1533857797849622	0.67225190847117	10
