gold	param	spearman_r	p_value	n
sspg	si	0.023809523809523815	0.9553740118158807	8
sspg	mi	-0.07142857142857144	0.8665262706759088	8
sspg	tau_m	0.14285714285714288	0.735764859879812	8
sspg	sg	-0.2380952380952381	0.5701563208157683	8
di	si	-0.2571428571428572	0.6227871720116618	6
di	mi	-0.08571428571428573	0.8717434402332361	6
di	tau_m	0.2	0.704	6
di	sg	0.2571428571428572	0.6227871720116618	6
homa_ir	si	0.018181818181818184	0.9576852410216187	11
homa_ir	mi	-0.09090909090909091	0.7903727377532903	11
homa_ir	tau_m	0.045454545454545456	0.8944269969053026	11
homa_ir	sg	0.3545454545454546	0.2846927409558867	11
homa_b	si	-0.6000000000000001	0.05100326070695074	11
homa_b	mi	-0.4090909090909091	0.21154501034209613	11
homa_b	tau_m	0.3181818181818182	0.34029761418190363	11
homa_b	sg	-0.38181818181818183	0.24655957577897006	11
