model,cv_spearman,cv_pearson,test_pearson,test_spearman,test_r2,test_rmse
RidgeCV,0.5702532545617162,0.5508732385809764,0.4083921500723518,0.5857843137254902,0.1500013602522714,76.07026263408744
GBR,0.4479250924771913,0.4765773031875382,0.3183314711561816,0.0760269916044553,-0.007103830784356058,82.80239989033888
RF,0.34563751318360997,0.5022369836442405,0.5562384865548643,0.2573529411764706,0.3062862197987011,68.72202704691657
