gold	param	spearman_r	p_value	n
sspg	si	0.14285714285714288	0.7871720116618075	6
sspg	mi	0.4285714285714286	0.3965014577259474	6
sspg	tau_m	-0.3142857142857143	0.5440932944606414	6
sspg	sg	-0.7714285714285715	0.07239650145772594	6
di	si	0.39999999999999997	0.5046315754686911	5
di	mi	0.39999999999999997	0.5046315754686911	5
di	tau_m	-0.19999999999999998	0.747060078104662	5
di	sg	0.09999999999999999	0.8728885715695383	5
homa_ir	si	-0.33333333333333326	0.34659350708733405	10
homa_ir	mi	-0.29696969696969694	0.4047016712701569	10
homa_ir	tau_m	-0.2121212121212121	0.5563057751029299	10
homa_ir	sg	-0.19999999999999998	0.5795840000000001	10
homa_b	si	-0.23636363636363633	0.5108853175152002	10
homa_b	mi	-0.19999999999999998	0.5795840000000001	10
homa_b	tau_m	-0.33333333333333326	0.34659350708733405	10
homa_b	sg	-0.41818181818181815	0.22911284098281892	10
